(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,44,,,
,,,,,
East Hartford Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
7/22/2012,Marijuana,M,B,N,32
7/23/2012,Marijuana,M,B,H,27
7/23/2012,Marijuana,F,W,N,36
7/24/2012,Marijuana,F,W,N,29
7/24/2012,Marijuana,M,B,N,28
7/25/2012,Marijuana,M,W,N,27
7/30/2012,Marijuana,M,W,H,29
7/30/2012,Marijuana,M,W,H,18
7/30/2012,Marijuana,F,W,N,21
7/30/2012,Marijuana,M,W,N,20
8/9/2012,Marijuana,M,W,N,20
8/10/2012,Marijuana,M,W,H,17
8/24/2012,Marijuana,M,B,N,43
8/28/2012,Marijuana,M,B,N,38
9/6/2012,Marijuana,F,W,N,29
9/10/2012,Marijuana,M,W,H,21
9/19/2012,Marijuana,M,W,N,15
9/19/2012,Marijuana,M,B,N,15
9/19/2012,Marijuana,M,W,H,15
9/19/2012,Marijuana,M,W,H,15
9/19/2012,Marijuana,M,B,N,16
9/19/2012,Marijuana,M,B,N,16
9/19/2012,Marijuana,M,B,N,18
9/19/2012,Marijuana,M,B,N,14
9/19/2012,Marijuana,M,W,H,14
9/28/2012,Marijuana,F,W,N,31
10/10/2012,Marijuana,M,B,H,17
10/20/2012,Marijuana,M,B,N,28
11/4/2012,Marijuana,M,W,H,36
11/9/2012,Marijuana,F,B,N,22
11/12/2012,Marijuana,M,W,N,49
11/15/2012,Marijuana,M,B,N,19
11/21/2012,Marijuana,M,W,H,22
11/23/2012,Marijuana,M,W,N,20
12/8/2012,Marijuana,M,W,H,21
12/8/2012,Marijuana,M,B,N,18
12/9/2012,Marijuana,M,B,N,19
12/15/2012,Marijuana,M,W,H,19
12/15/2012,Marijuana,M,W,H,22
12/20/2012,Marijuana,M,B,N,27
12/20/2012,Marijuana,M,B,N,14
12/21/2012,Marijuana,M,B,N,16
12/21/2012,Marijuana,M,B,N,15
1/3/2013,Marijuana,M,B,N,19
1/7/2013,Marijuana,F,W,H,15
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,45,,,
,,,,,
East Hartford Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/9/2013,Marijuana,M,W,N,44
1/9/2013,Marijuana,M,B,N,19
1/9/2013,Marijuana,M,B,N,40
1/10/2013,Marijuana,M,W,H,26
1/15/2013,Marijuana,M,B,U,18
1/21/2013,Marijuana,M,B,N,21
1/21/2013,Marijuana,M,W,U,20
1/29/2013,Marijuana,M,W,U,26
1/29/2013,Marijuana,M,B,N,28
1/30/2013,Marijuana,M,B,N,22
1/30/2013,Marijuana,M,W,H,19
2/6/2013,Marijuana,M,B,N,23
2/7/2013,Marijuana,M,W,H,22
2/7/2013,Marijuana,M,W,N,24
2/22/2013,Marijuana,M,W,H,25
2/23/2013,Marijuana,M,W,H,20
2/26/2013,Marijuana,M,W,H,23
3/1/2013,Marijuana,M,W,H,15
3/5/2013,Marijuana,M,W,H,14
3/5/2013,Marijuana,M,B,N,19
3/5/2013,Marijuana,M,W,H,17
3/16/2013,Marijuana,M,B,N,23
3/28/2013,Marijuana,M,B,N,17
3/29/2013,Marijuana,M,B,N,21
3/30/2013,Marijuana,M,B,N,21
3/30/2013,Marijuana,M,B,N,20
3/30/2013,Marijuana,M,B,N,25
4/3/2013,Marijuana,M,B,N,20
4/4/2013,Marijuana,M,B,N,24
4/14/2013,Marijuana,M,B,U,21
4/19/2013,Marijuana,F,B,U,24
4/20/2013,Marijuana,F,B,U,36
4/25/2013,Marijuana,M,B,N,18
4/25/2013,Marijuana,M,B,N,17
4/28/2013,Marijuana,M,W,H,20
4/28/2013,Marijuana,M,W,H,19
4/30/2013,Marijuana,F,B,H,26
4/30/2013,Marijuana,M,B,N,27
5/1/2013,Marijuana,M,B,N,41
5/2/2013,Marijuana,M,B,N,19
5/8/2013,Marijuana,M,B,U,21
5/8/2013,Marijuana,F,W,H,21
5/13/2013,Marijuana,M,W,H,18
5/15/2013,Marijuana,M,W,H,16
5/15/2013,Marijuana,F,W,H,16
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,46,,,
,,,,,
East Hartford Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
5/16/2013,Marijuana,M,B,U,19
5/17/2013,Marijuana,M,W,H,41
5/19/2013,Marijuana,M,B,N,25
5/22/2013,Marijuana,F,W,H,21
5/22/2013,Marijuana,M,B,N,23
5/22/2013,Marijuana,M,B,N,20
5/29/2013,Marijuana,M,B,N,20
5/29/2013,Marijuana,M,W,N,21
6/4/2013,Marijuana,M,W,N,44
6/9/2013,Marijuana,M,B,N,19
6/9/2013,Marijuana,M,B,N,19
6/9/2013,Marijuana,F,B,N,18
6/9/2013,Marijuana,M,B,N,38
6/10/2013,Marijuana,M,B,N,44
6/11/2013,Marijuana,M,W,N,20
6/11/2013,Marijuana,M,W,N,20
6/11/2013,Marijuana,M,W,N,19
6/11/2013,Marijuana,M,W,U,21
6/13/2013,Marijuana,M,B,N,21
6/14/2013,Marijuana,M,W,N,16
6/14/2013,Marijuana,M,W,H,43
6/16/2013,Marijuana,M,W,H,16
6/19/2013,Marijuana,M,W,H,25
6/21/2013,Marijuana,M,B,U,24
6/21/2013,Marijuana,M,B,N,21
6/21/2013,Marijuana,M,B,N,21
6/21/2013,Marijuana,M,B,N,19
6/21/2013,Marijuana,M,B,N,20
6/22/2013,Marijuana,M,W,H,36
6/24/2013,Marijuana,M,W,H,19
6/24/2013,Marijuana,M,B,N,19
6/24/2013,Marijuana,M,B,N,17
6/26/2013,Marijuana,M,B,N,18
7/3/2013,Marijuana,M,B,N,20
7/9/2013,Marijuana,M,W,H,23
7/9/2013,Marijuana,M,W,H,28
7/11/2013,Marijuana,M,W,N,19
7/20/2013,Marijuana,F,W,H,35
7/20/2013,Marijuana,M,W,H,41
7/20/2013,Marijuana,M,B,N,22
7/25/2013,Marijuana,M,B,N,22
7/25/2013,Marijuana,M,B,N,24
8/1/2013,Marijuana,M,B,N,25
8/1/2013,Marijuana,M,W,H,26
8/2/2013,Marijuana,M,B,N,19
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,47,,,
,,,,,
East Hartford Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
8/2/2013,Marijuana,M,B,N,20
8/6/2013,Marijuana,M,B,N,20
8/6/2013,Marijuana,M,B,N,22
8/7/2013,Marijuana,M,W,H,17
8/8/2013,Marijuana,M,B,N,20
8/13/2013,Marijuana,M,B,H,22
8/13/2013,Marijuana,M,W,H,34
8/15/2013,Marijuana,M,W,N,54
8/22/2013,Marijuana,M,B,N,54
8/22/2013,Marijuana,M,W,N,53
8/22/2013,Marijuana,F,W,N,61
9/5/2013,Marijuana,M,W,N,57
9/7/2013,Marijuana,M,W,N,27
9/7/2013,Marijuana,M,W,N,31
9/8/2013,Marijuana,M,B,N,17
9/9/2013,Marijuana,M,W,N,20
9/9/2013,Marijuana,M,B,N,16
9/10/2013,Marijuana,M,B,N,35
9/10/2013,Marijuana,M,W,H,28
9/13/2013,Marijuana,M,B,N,27
9/14/2013,Marijuana,M,W,H,44
9/16/2013,Marijuana,M,B,N,39
9/18/2013,Marijuana,M,B,N,27
9/18/2013,Marijuana,M,W,N,43
9/20/2013,Marijuana,M,W,H,29
9/23/2013,Marijuana,F,B,N,18
9/23/2013,Marijuana,M,B,N,23
9/25/2013,Marijuana,F,W,N,23
10/1/2013,Marijuana,M,B,N,18
10/1/2013,Marijuana,M,B,N,22
10/1/2013,Marijuana,M,B,N,22
10/4/2013,Marijuana,M,W,N,49
10/4/2013,Marijuana,F,W,N,62
10/5/2013,Marijuana,M,W,N,38
10/7/2013,Marijuana,M,W,H,24
10/10/2013,Marijuana,M,B,N,28
10/10/2013,Marijuana,M,B,N,22
10/23/2013,Marijuana,M,W,N,26
10/29/2013,Marijuana,M,W,H,17
10/31/2013,Marijuana,F,B,N,19
11/1/2013,Marijuana,M,B,H,28
11/4/2013,Marijuana,M,B,N,29
11/7/2013,Marijuana,M,B,N,14
11/7/2013,Marijuana,M,W,H,44
11/12/2013,Marijuana,M,B,N,32
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,48,,,
,,,,,
East Hartford Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
11/14/2013,Marijuana,M,B,N,24
11/22/2013,Marijuana,M,W,H,25
11/22/2013,Marijuana,M,B,N,20
11/25/2013,Marijuana,M,B,N,20
11/29/2013,Marijuana,M,W,N,22
11/29/2013,Marijuana,M,W,H,17
12/3/2013,Marijuana,M,W,N,14
12/11/2013,Marijuana,M,W,H,37
12/12/2013,Marijuana,M,B,N,37
12/19/2013,Marijuana,M,W,H,39
12/20/2013,Marijuana,F,B,N,30
12/20/2013,Marijuana,M,B,N,36
12/26/2013,Marijuana,M,B,N,25
East Hartford Police Department,,373,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,49,,,
,,,,,
East Haven Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/28/2011,Marijuana,M,W,N,17
3/12/2011,Marijuana,M,W,H,24
3/12/2011,Marijuana,M,W,N,22
3/12/2011,Marijuana,M,W,H,22
3/18/2011,Marijuana,M,W,N,20
3/18/2011,Marijuana,M,W,N,20
3/21/2011,Marijuana,M,B,N,20
4/7/2011,Marijuana,M,B,N,25
4/22/2011,Marijuana,F,B,N,39
4/29/2011,Marijuana,M,B,N,17
4/30/2011,Marijuana,M,W,N,19
5/10/2011,Marijuana,M,W,N,18
5/14/2011,Marijuana,M,W,,15
6/24/2011,Marijuana,F,B,N,18
6/24/2011,Marijuana,M,B,N,25
7/2/2011,Marijuana,F,W,N,22
7/2/2011,Marijuana,M,B,N,24
7/2/2011,Marijuana,F,W,N,21
7/2/2011,Marijuana,M,B,N,21
7/2/2011,Marijuana,F,B,N,19
7/3/2011,Marijuana,M,W,N,18
7/3/2011,Marijuana,M,W,N,17
7/30/2011,Marijuana,M,U,U,22
7/30/2011,Marijuana,M,U,U,19
10/7/2011,Marijuana,M,W,N,25
12/30/2011,Marijuana,M,W,H,38
12/30/2011,Marijuana,M,W,N,29
4/8/2012,Marijuana,M,W,H,41
6/14/2012,Marijuana,M,W,H,17
7/3/2012,Marijuana,M,W,N,27
7/24/2012,Marijuana,M,W,,18
7/24/2012,Marijuana,M,W,N,18
7/24/2012,Marijuana,M,B,N,18
8/5/2012,Marijuana,M,W,H,38
9/8/2012,Marijuana,F,W,N,55
9/10/2012,Marijuana,M,W,N,78
11/11/2012,Marijuana,M,W,N,31
1/11/2013,Marijuana,M,W,H,18
3/28/2013,Marijuana,M,W,N,16
4/26/2013,Marijuana,M,W,N,30
4/26/2013,Marijuana,M,W,,40
5/16/2013,Marijuana,M,W,N,17
5/23/2013,Marijuana,M,W,H,14
5/23/2013,Marijuana,M,W,N,16
5/23/2013,Marijuana,M,W,N,13
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,50,,,
,,,,,
East Haven Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
6/2/2013,Marijuana,M,W,N,55
7/17/2013,Marijuana,F,W,N,47
7/17/2013,Marijuana,M,W,N,28
10/3/2013,Marijuana,F,W,N,13
10/3/2013,Marijuana,F,W,N,13
11/17/2013,Marijuana,M,W,N,19
11/17/2013,Marijuana,M,W,N,20
East Haven Police Department,,52,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,51,,,
,,,,,
Easton Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
4/3/2011,Marijuana,M,W,N,29
9/3/2011,Marijuana,M,W,N,16
3/10/2012,Marijuana,M,W,N,16
3/10/2012,Marijuana,M,W,N,16
3/10/2012,Marijuana,M,W,N,15
3/10/2012,Marijuana,M,W,N,14
5/1/2012,Marijuana,M,W,N,16
5/1/2012,Marijuana,M,W,N,16
6/22/2012,Marijuana,M,W,N,18
6/22/2012,Marijuana,M,W,N,18
6/22/2012,Marijuana,M,W,N,18
7/4/2012,Marijuana,M,W,N,32
3/2/2013,Marijuana,M,W,N,19
Easton Police Department,,13,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,52,,,
,,,,,
East Windsor Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/2/2011,Marijuana,F,B,N,30
1/5/2011,Marijuana,M,W,U,40
1/18/2011,Marijuana,M,B,N,31
1/23/2011,Marijuana,M,W,N,24
2/4/2011,Marijuana,M,W,N,19
2/10/2011,Marijuana,M,W,N,18
2/23/2011,Marijuana,M,W,N,17
3/5/2011,Marijuana,M,W,N,17
3/20/2011,Marijuana,M,W,H,23
3/20/2011,Marijuana,M,B,N,23
3/25/2011,Marijuana,M,W,N,18
3/25/2011,Marijuana,M,W,N,18
3/25/2011,Marijuana,M,W,N,19
3/26/2011,Marijuana,M,W,N,18
4/15/2011,Marijuana,M,W,N,19
4/15/2011,Marijuana,M,W,N,20
5/16/2011,Marijuana,M,W,N,30
5/20/2011,Marijuana,M,W,N,19
5/20/2011,Marijuana,M,W,N,19
5/20/2011,Marijuana,M,W,N,23
5/25/2011,Marijuana,M,W,N,21
6/4/2011,Marijuana,M,B,N,33
6/18/2011,Marijuana,M,W,N,20
6/21/2011,Marijuana,M,W,N,24
11/26/2011,Marijuana,M,W,N,18
12/29/2011,Marijuana,M,W,N,40
1/5/2012,Marijuana,F,W,N,52
1/13/2012,Marijuana,M,W,N,17
2/14/2012,Marijuana,M,W,N,30
4/27/2012,Marijuana,M,W,N,27
5/30/2012,Marijuana,M,W,N,22
1/17/2013,Marijuana,M,A,N,36
4/2/2013,Marijuana,M,W,N,18
4/28/2013,Marijuana,M,W,N,17
5/1/2013,Marijuana,M,W,N,19
12/8/2013,Marijuana,M,W,N,17
East Windsor Police Department,,36,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,53,,,
,,,,,
Fairfield Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/4/2011,Marijuana,M,B,N,19
1/10/2011,Marijuana,M,W,H,27
1/16/2011,Marijuana,M,W,N,22
1/16/2011,Marijuana,M,W,N,22
1/22/2011,Marijuana,M,W,N,19
1/28/2011,Marijuana,M,W,N,27
1/28/2011,Marijuana,M,W,N,17
1/30/2011,Marijuana,M,W,N,20
2/12/2011,Marijuana,M,W,N,19
2/16/2011,Marijuana,M,U,H,19
2/17/2011,Marijuana,M,W,H,15
2/17/2011,Marijuana,M,W,N,15
2/24/2011,Marijuana,M,W,N,19
2/24/2011,Marijuana,M,W,,24
2/25/2011,Marijuana,F,W,,19
2/28/2011,Marijuana,M,B,,25
3/2/2011,Marijuana,M,W,H,22
3/2/2011,Marijuana,M,W,,19
3/3/2011,Marijuana,M,B,N,20
3/5/2011,Marijuana,M,W,N,22
3/8/2011,Marijuana,F,W,U,21
3/10/2011,Marijuana,M,B,,22
3/11/2011,Marijuana,M,W,N,17
3/11/2011,Marijuana,M,W,N,17
3/11/2011,Marijuana,M,W,N,17
3/11/2011,Marijuana,M,B,N,17
3/13/2011,Marijuana,M,B,N,19
3/19/2011,Marijuana,F,W,U,27
3/23/2011,Marijuana,M,W,N,30
3/23/2011,Marijuana,M,W,N,23
3/26/2011,Marijuana,M,W,N,21
3/26/2011,Marijuana,M,W,,21
3/27/2011,Marijuana,M,W,N,25
4/4/2011,Marijuana,M,W,N,22
4/5/2011,Marijuana,M,W,N,19
4/6/2011,Marijuana,M,W,N,16
4/8/2011,Marijuana,M,W,N,17
4/12/2011,Marijuana,M,W,N,21
4/14/2011,Marijuana,M,W,N,19
4/14/2011,Marijuana,M,B,N,24
4/16/2011,Marijuana,M,W,N,18
4/21/2011,Marijuana,M,U,N,17
4/22/2011,Marijuana,M,W,N,17
4/24/2011,Marijuana,M,W,N,17
4/24/2011,Marijuana,M,W,N,18
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,54,,,
,,,,,
Fairfield Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
4/26/2011,Marijuana,M,W,N,21
4/28/2011,Marijuana,M,W,N,21
5/1/2011,Marijuana,M,W,,18
5/1/2011,Marijuana,M,W,N,14
5/4/2011,Marijuana,M,W,N,19
5/6/2011,Marijuana,M,W,N,18
5/6/2011,Marijuana,M,A,N,24
5/10/2011,Marijuana,M,W,N,27
5/10/2011,Marijuana,M,W,N,19
5/11/2011,Marijuana,M,W,N,17
5/16/2011,Marijuana,F,W,N,27
5/27/2011,Marijuana,M,W,U,23
5/27/2011,Marijuana,M,W,U,23
5/28/2011,Marijuana,M,W,H,19
6/5/2011,Marijuana,M,W,,20
6/5/2011,Marijuana,M,W,N,24
6/5/2011,Marijuana,M,W,N,25
6/8/2011,Marijuana,M,W,U,41
6/9/2011,Marijuana,M,W,,21
6/11/2011,Marijuana,M,W,,23
6/11/2011,Marijuana,M,W,,22
6/13/2011,Marijuana,M,W,N,21
6/13/2011,Marijuana,M,W,N,21
6/15/2011,Marijuana,M,W,H,24
6/16/2011,Marijuana,M,B,N,24
6/24/2011,Marijuana,M,W,N,18
7/6/2011,Marijuana,M,W,N,32
7/9/2011,Marijuana,M,W,N,24
7/11/2011,Marijuana,M,W,N,19
8/8/2011,Marijuana,M,W,N,22
8/25/2011,Marijuana,M,W,N,27
8/29/2011,Marijuana,M,W,N,27
9/1/2011,Marijuana,M,W,N,17
9/17/2011,Marijuana,M,W,U,20
9/24/2011,Marijuana,M,W,N,26
9/27/2011,Marijuana,M,W,U,22
9/29/2011,Marijuana,M,W,N,33
10/12/2011,Marijuana,F,W,N,36
10/12/2011,Marijuana,M,B,N,40
10/13/2011,Marijuana,M,B,N,40
12/4/2011,Marijuana,M,W,N,20
12/10/2011,Marijuana,M,W,N,19
12/18/2011,Marijuana,M,W,N,18
12/18/2011,Marijuana,M,W,N,17
12/18/2011,Marijuana,M,W,N,17
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,55,,,
,,,,,
Fairfield Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
12/21/2011,Marijuana,M,W,U,20
12/28/2011,Marijuana,M,U,N,18
1/19/2012,Marijuana,M,W,H,19
1/20/2012,Marijuana,M,W,N,40
1/26/2012,Marijuana,M,B,H,19
2/12/2012,Marijuana,M,W,N,19
2/12/2012,Marijuana,M,W,N,18
2/18/2012,Marijuana,M,W,U,20
3/2/2012,Marijuana,M,B,N,23
3/23/2012,Marijuana,M,W,N,18
4/3/2012,Marijuana,M,W,H,20
4/17/2012,Marijuana,M,W,H,18
4/17/2012,Marijuana,M,W,N,24
5/1/2012,Marijuana,M,W,N,17
5/2/2012,Marijuana,M,W,H,23
5/18/2012,Marijuana,M,W,N,63
5/24/2012,Marijuana,M,A,N,21
5/25/2012,Marijuana,F,W,U,22
5/31/2012,Marijuana,M,W,N,26
6/5/2012,Marijuana,F,W,N,20
8/17/2012,Marijuana,M,B,N,23
9/6/2012,Marijuana,F,W,N,20
9/15/2012,Marijuana,M,W,N,20
9/15/2012,Marijuana,M,W,H,21
9/15/2012,Marijuana,M,W,N,18
9/17/2012,Marijuana,M,W,N,19
9/22/2012,Marijuana,M,W,N,20
10/11/2012,Marijuana,F,W,N,18
11/27/2012,Marijuana,M,W,N,18
11/27/2012,Marijuana,M,W,N,18
11/30/2012,Marijuana,M,W,N,18
12/9/2012,Marijuana,M,W,U,20
12/25/2012,Marijuana,M,W,N,41
12/27/2012,Marijuana,M,B,N,38
1/8/2013,Marijuana,F,W,H,20
1/20/2013,Marijuana,M,W,U,30
1/30/2013,Marijuana,M,W,U,72
2/18/2013,Marijuana,M,W,N,18
3/18/2013,Marijuana,M,W,N,16
3/20/2013,Marijuana,M,W,N,14
3/24/2013,Marijuana,M,W,N,17
4/26/2013,Marijuana,M,W,,35
4/30/2013,Marijuana,M,W,H,22
5/28/2013,Marijuana,M,W,N,18
6/21/2013,Marijuana,M,W,,19
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,56,,,
,,,,,
Fairfield Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
6/21/2013,Marijuana,M,W,,19
7/6/2013,Marijuana,M,U,H,25
7/26/2013,Marijuana,M,W,N,19
9/18/2013,Marijuana,M,W,N,18
9/27/2013,Marijuana,M,W,N,18
9/28/2013,Marijuana,M,W,N,20
10/10/2013,Marijuana,M,B,N,21
10/10/2013,Marijuana,M,B,N,22
10/31/2013,Marijuana,M,B,N,19
11/9/2013,Marijuana,M,W,N,20
11/17/2013,Marijuana,M,W,H,30
Fairfield Police Department,,146,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,57,,,
,,,,,
Farmington Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/5/2011,Marijuana,M,W,N,19
1/5/2011,Marijuana,M,W,U,18
1/6/2011,Marijuana,M,B,N,30
1/10/2011,Marijuana,M,W,N,20
2/3/2011,Marijuana,M,W,N,21
2/6/2011,Marijuana,M,I,N,21
2/12/2011,Marijuana,M,W,N,21
2/12/2011,Marijuana,M,W,N,21
2/13/2011,Marijuana,M,B,N,25
2/17/2011,Marijuana,M,W,U,12
2/17/2011,Marijuana,M,W,N,14
2/18/2011,Marijuana,M,W,N,18
2/23/2011,Marijuana,M,W,N,45
2/25/2011,Marijuana,F,W,H,19
2/26/2011,Marijuana,M,W,N,20
2/28/2011,Marijuana,M,W,N,18
3/4/2011,Marijuana,M,W,N,18
3/4/2011,Marijuana,M,W,N,17
3/4/2011,Marijuana,M,W,N,17
3/5/2011,Marijuana,M,W,N,17
3/13/2011,Marijuana,M,W,N,52
3/14/2011,Marijuana,M,W,N,17
3/15/2011,Marijuana,M,W,H,29
3/16/2011,Marijuana,M,W,N,21
3/17/2011,Marijuana,M,B,N,16
3/17/2011,Marijuana,M,W,N,18
3/17/2011,Marijuana,M,W,N,18
3/17/2011,Marijuana,M,W,N,19
3/18/2011,Marijuana,M,W,N,19
3/19/2011,Marijuana,M,W,N,25
3/24/2011,Marijuana,M,W,N,17
3/24/2011,Marijuana,F,W,N,19
3/27/2011,Marijuana,M,W,H,23
4/2/2011,Marijuana,M,B,N,17
4/4/2011,Marijuana,M,W,H,19
4/4/2011,Marijuana,M,W,H,19
4/5/2011,Marijuana,M,W,N,18
4/6/2011,Marijuana,M,W,N,23
4/7/2011,Marijuana,F,W,N,24
4/10/2011,Marijuana,M,W,N,22
4/12/2011,Marijuana,M,W,N,22
4/14/2011,Marijuana,M,W,N,28
4/14/2011,Marijuana,M,W,N,30
4/15/2011,Marijuana,M,W,N,24
4/21/2011,Marijuana,M,W,N,23
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,58,,,
,,,,,
Farmington Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
4/23/2011,Marijuana,M,W,H,18
4/23/2011,Marijuana,M,W,N,16
5/2/2011,Marijuana,M,W,N,23
5/2/2011,Marijuana,M,W,N,22
5/2/2011,Marijuana,M,W,N,22
5/11/2011,Marijuana,M,W,H,19
5/18/2011,Marijuana,F,B,N,20
5/18/2011,Marijuana,M,B,N,18
5/18/2011,Marijuana,F,B,N,29
5/21/2011,Marijuana,M,W,H,14
5/28/2011,Marijuana,M,W,N,19
5/28/2011,Marijuana,M,W,N,18
5/28/2011,Marijuana,M,W,H,21
5/28/2011,Marijuana,M,B,H,25
5/30/2011,Marijuana,M,W,N,21
6/6/2011,Marijuana,M,W,N,24
6/8/2011,Marijuana,M,W,N,18
6/8/2011,Marijuana,M,W,U,19
6/8/2011,Marijuana,M,W,N,20
6/8/2011,Marijuana,M,W,H,19
6/14/2011,Marijuana,F,W,N,37
6/14/2011,Marijuana,M,B,N,23
6/17/2011,Marijuana,M,W,H,18
